order_id;client_id;order_date;delivery_zone;delivery_cost;order_sum;payment_type;status
1469;124;2026-01-16;ЗАО;275;697;карта;доставлен
1470;47;2025-06-29;САО;221;813;карта;доставлен
1471;144;2025-02-05;ЗАО;390;816;карта;возврат
1472;118;2025-11-24;САО;351;1022;наличные;доставлен
1473;36;2025-04-30;ЗАО;428;373;карта;доставлен
1474;197;2025-10-12;САО;244;1086;наличные;доставлен
1475;102;2025-06-01;ЮАО;206;513;наличные;доставлен
1476;187;2026-03-31;ЮАО;283;821;наличные;доставлен
1477;86;2025-03-09;ВАО;203;801;карта;доставлен
1478;52;2025-07-10;ЮАО;221;691;наличные;доставлен
1479;7;2025-01-03;САО;263;785;наличные;доставлен
1480;127;2025-03-10;ВАО;489;932;наличные;доставлен
1481;67;2025-06-16;ВАО;436;477;наличные;доставлен
1482;163;2025-12-31;ЦАО;463;460;карта;доставлен
1483;176;2025-11-05;ЗАО;249;969;наличные;доставлен
1484;106;2025-12-15;САО;457;739;карта;доставлен
1485;180;2025-04-27;ЮАО;259;517;карта;доставлен
1486;36;2026-03-29;ВАО;288;329;наличные;доставлен
1487;79;2025-05-09;САО;417;64;карта;доставлен
1488;11;2025-07-21;ЦАО;440;67;карта;доставлен
1489;194;2025-04-09;ЦАО;500;464;карта;отменён
1490;149;2025-12-23;ЗАО;458;747;карта;доставлен
1491;2;2025-04-12;САО;387;1279;наличные;отменён
1492;59;2026-02-22;ЦАО;263;1029;наличные;доставлен
1493;185;2025-02-11;ЦАО;397;520;карта;доставлен
1494;110;2025-07-13;ЦАО;388;392;наличные;отменён
1495;169;2025-03-29;ЦАО;252;286;наличные;доставлен
1496;104;2025-05-06;САО;342;892;наличные;доставлен
1497;38;2026-04-11;ЦАО;454;459;наличные;доставлен
1498;128;2025-01-28;САО;278;781;наличные;доставлен
1499;52;2025-10-28;ЮАО;477;565;наличные;доставлен
