client_id;channel;month;spend
174;social;2025-05-31;0
175;email;2025-01-01;80
175;organic;2025-01-31;0
175;social;2025-03-02;80
175;email;2025-04-01;80
175;organic;2025-05-01;80
175;social;2025-05-31;200
176;social;2025-01-01;200
176;email;2025-01-31;50
176;email;2025-03-02;0
176;push;2025-04-01;100
176;push;2025-05-01;0
176;push;2025-05-31;200
177;email;2025-01-01;80
177;organic;2025-01-31;100
177;email;2025-03-02;80
177;social;2025-04-01;150
177;push;2025-05-01;50
177;sms;2025-05-31;0
178;social;2025-01-01;0
178;push;2025-01-31;200
178;push;2025-03-02;50
178;email;2025-04-01;50
178;push;2025-05-01;50
178;email;2025-05-31;200
179;social;2025-01-01;150
179;sms;2025-01-31;150
179;push;2025-03-02;0
179;organic;2025-04-01;0
179;sms;2025-05-01;200
179;push;2025-05-31;0
180;social;2025-01-01;150
180;email;2025-01-31;200
180;email;2025-03-02;0
180;push;2025-04-01;80
180;push;2025-05-01;100
180;sms;2025-05-31;200
181;social;2025-01-01;80
181;social;2025-01-31;0
181;organic;2025-03-02;0
181;push;2025-04-01;150
181;push;2025-05-01;50
181;social;2025-05-31;80
182;push;2025-01-01;80
182;email;2025-01-31;0
182;social;2025-03-02;150
182;social;2025-04-01;200
182;social;2025-05-01;0
182;sms;2025-05-31;80
183;social;2025-01-01;0
183;organic;2025-01-31;0
183;push;2025-03-02;0
183;sms;2025-04-01;0
183;sms;2025-05-01;150
183;email;2025-05-31;0
184;push;2025-01-01;0
184;organic;2025-01-31;200
184;email;2025-03-02;0
184;push;2025-04-01;100
184;push;2025-05-01;0
184;social;2025-05-31;80
185;sms;2025-01-01;100
185;push;2025-01-31;80
185;social;2025-03-02;100
185;social;2025-04-01;200
185;push;2025-05-01;0
185;social;2025-05-31;50
186;sms;2025-01-01;0
186;email;2025-01-31;100
186;push;2025-03-02;50
186;social;2025-04-01;80
186;email;2025-05-01;0
186;organic;2025-05-31;150
187;social;2025-01-01;0
187;social;2025-01-31;0
187;email;2025-03-02;0
187;sms;2025-04-01;200
187;push;2025-05-01;80
187;sms;2025-05-31;100
188;sms;2025-01-01;50
188;push;2025-01-31;0
188;push;2025-03-02;80
188;email;2025-04-01;0
188;email;2025-05-01;50
188;sms;2025-05-31;50
189;email;2025-01-01;200
189;push;2025-01-31;80
189;organic;2025-03-02;50
189;sms;2025-04-01;100
189;sms;2025-05-01;80
189;organic;2025-05-31;0
190;email;2025-01-01;100
190;email;2025-01-31;150
190;sms;2025-03-02;100
190;sms;2025-04-01;0
190;email;2025-05-01;80
190;social;2025-05-31;50
191;social;2025-01-01;50
191;email;2025-01-31;100
191;push;2025-03-02;80
191;email;2025-04-01;50
191;organic;2025-05-01;100
191;social;2025-05-31;200
192;organic;2025-01-01;50
192;email;2025-01-31;0
192;email;2025-03-02;50
192;push;2025-04-01;0
192;sms;2025-05-01;100
192;social;2025-05-31;0
193;email;2025-01-01;0
193;organic;2025-01-31;0
193;social;2025-03-02;80
193;push;2025-04-01;80
193;organic;2025-05-01;150
193;email;2025-05-31;200
194;social;2025-01-01;0
194;social;2025-01-31;0
194;push;2025-03-02;100
194;social;2025-04-01;200
194;organic;2025-05-01;200
194;push;2025-05-31;150
195;organic;2025-01-01;100
195;email;2025-01-31;0
195;push;2025-03-02;0
195;social;2025-04-01;0
195;sms;2025-05-01;0
195;push;2025-05-31;50
196;social;2025-01-01;0
196;email;2025-01-31;200
196;social;2025-03-02;0
196;organic;2025-04-01;150
196;sms;2025-05-01;100
196;push;2025-05-31;100
197;sms;2025-01-01;0
197;organic;2025-01-31;0
197;email;2025-03-02;200
197;email;2025-04-01;0
197;organic;2025-05-01;50
197;email;2025-05-31;0
198;email;2025-01-01;150
198;push;2025-01-31;150
198;social;2025-03-02;0
198;push;2025-04-01;200
198;email;2025-05-01;0
198;social;2025-05-31;0
199;email;2025-01-01;0
199;social;2025-01-31;50
199;organic;2025-03-02;0
199;email;2025-04-01;80
199;organic;2025-05-01;150
199;organic;2025-05-31;0
200;organic;2025-01-01;0
200;email;2025-01-31;50
200;push;2025-03-02;100
200;social;2025-04-01;0
200;organic;2025-05-01;150
200;sms;2025-05-31;0
